0.9016093880895242 - 0.4325511661166038im
0.6229304754162047 - 0.7822772032967222im
-0.4127453172851268 - 0.9108464761194391im
-0.9766522653575109 - 0.21482633118880498im
-0.9177430115449111 + 0.39717472825001987im
-0.9539593311262681 - 0.29993598409847927im
-0.049534333500222745 - 0.9987724214277689im
0.7550584084412463 - 0.6556575324376074im
0.7272586296279134 - 0.6863635229466448im
0.6882290177987294 - 0.7254935003566856im
0.589802492091744 - 0.8075475344042407im
0.8339933682035687 - 0.551774466419448im
0.8479834573851478 - 0.5300226938548304im
0.8024743553724673 - 0.5966866086728805im
0.3771601669252639 - 0.9261480489019599im
-0.31823887217308827 - 0.9480105591384522im
-0.703003052231958 - 0.7111868309752022im
-0.8916517636249942 - 0.45272191511394433im
-0.9978342931832657 - 0.06577783325294756im
-0.603954678111479 + 0.7970186615050239im
0.48924604231829033 + 0.872145807807324im
0.9974240041846917 + 0.07173113603015134im
0.9809839819022851 - 0.19408870974669598im
0.9976934665686011 + 0.06788038572612536im
0.6403691984919581 + 0.7680672429044004im
-0.05542362271310245 + 0.9984629297301706im
-0.3128490051568512 + 0.9498028742704291im
0.02775353669019213 + 0.9996147964096901im
0.5729044630158671 + 0.8196221545666643im
0.9046403297258578 + 0.4261758719513473im
0.998945971885114 - 0.0459014733369745im
0.9917533138742946 - 0.12816147790718965im
0.9431499567193963 - 0.3323675061437278im
0.8230082737032853 - 0.5680293842891739im
0.218318872274393 - 0.9758774871923408im
0.26030995210704355 - 0.9655251052323957im
0.8920306282365474 - 0.4519749531643436im
0.700924786279418 + 0.7132351954153358im
0.5191310656266167 + 0.8546946452981752im
0.969243033648735 + 0.2461055499646387im
0.6618378345644871 - 0.7496470374376134im
0.6225444387835064 - 0.7825844502286824im
0.994590065322991 - 0.10387782227602019im
0.9139868928979085 + 0.405743711732945im
0.9997786812092193 + 0.02103778979727055im
0.6983540444957302 - 0.7157524911143904im
0.35994481406706286 - 0.9329735959962787im
-0.09681584092954867 - 0.9953023123378667im
-0.6664122879285268 - 0.7455834376499161im
-0.9985849925827182 + 0.05317906156160271im
-0.9849735493904923 + 0.17270526049051116im
-0.9999997869700445 + 0.000652732614163228im
-0.9996401368144753 + 0.026825302785562864im
-0.9058828852468397 + 0.4235282732201724im
-0.8399420909297096 + 0.5426760395342947im
-0.8215432820858867 + 0.5701461528937553im
-0.806436368984936 + 0.591320879707788im
-0.6714722459636362 + 0.7410297044657185im
-0.9286223027465136 + 0.37102643954543524im
-0.76638904589337 - 0.6423767043835338im
0.04123716964915956 - 0.9991493861477003im
0.43597666306891886 - 0.8999579708293551im
0.45048855724672987 - 0.8927822017657833im
0.6789235659058853 - 0.7342089563997684im
0.6186201279715013 - 0.7856902298415854im
-0.01497919192008573 - 0.9998878056109202im
-0.8719242359501616 - 0.48964081402873993im
-0.95527674735522 + 0.29571326646336205im
-0.9693316611507243 + 0.24575624242484137im
-0.8912401099515902 - 0.4535317700155937im
0.36914930002111424 - 0.9293701061976986im
0.9999629313665571 - 0.008610220252828319im
0.9943515225614684 + 0.10613693786655813im
0.6242008228883446 - 0.7812639328072899im
-0.6448943771755846 - 0.7642717071090063im
-0.8933914968785371 + 0.4492790149841486im
0.07418704138878776 + 0.997244344626721im
0.703579154303621 + 0.7106168965268146im
0.7171364817815469 + 0.6969327560805167im
0.24676482858266433 + 0.9690753940610443im
-0.1230612748449726 + 0.9923990742808712im
-0.0721969138915194 + 0.9973903978004504im
-0.03614065840782231 + 0.9993467130129808im
-0.18227583105940756 + 0.983247436514127im
-0.8553987294145052 + 0.5179700895959631im
-0.8953808535126634 - 0.445301164564988im
-0.2391854183311217 - 0.970973910904802im
0.6910105538698089 - 0.7228446682659697im
0.9998767005241177 + 0.015702985353231693im
0.8862935030792575 + 0.46312398599025095im
0.9796783289558367 - 0.20057510257830968im
-0.04912987656103327 - 0.9987923984638137im
-0.9895555013514175 - 0.14415238376504536im
-0.4906520160097894 + 0.8713556100614315im
-0.020252548320091285 + 0.9997948961094683im
0.12281187076247319 + 0.9924299695191704im
-0.18484668316948516 + 0.9827673700938794im
-0.5918536209856942 + 0.8060454648009145im
-0.4121851749817816 + 0.9111000941308469im
0.3339219623159623 + 0.9426007230439923im
0.8890827696701424 - 0.4577464676823498im
-0.4643508671204657 - 0.8856513265413606im
-0.8725877278718743 + 0.4884574261564664im
-0.27721591741222085 + 0.9608076473120417im
-0.659183547478045 + 0.7519820813917443im
-0.9842772704939243 - 0.17663027710171952im
-0.18827792019296347 - 0.9821157898984274im
0.4689721352591315 - 0.8832129620598256im
0.8880505615327499 - 0.45974579950377764im
0.994138102856434 - 0.10811767870709375im
0.999870753945469 - 0.016077170289559035im
0.8686501817657892 + 0.49542593969054677im
0.3827893879381394 + 0.9238356371573596im
0.20055036856688224 + 0.9796833925650101im
0.989694894417046 + 0.14319223430351377im
-0.5054564867793555 - 0.8628520962324141im
-0.6962528178633851 + 0.7177966380649159im
-0.47642065136191986 + 0.8792174719350634im
-0.9987817140148754 + 0.049346608287781826im
0.18734384763006828 - 0.9822943971921868im
0.8650817803680791 + 0.5016308535917569im
-0.3552915958223734 + 0.9347555198756471im
-0.9204324126198458 + 0.39090174443050263im
-0.6248487204407243 + 0.7807458463313075im
0.1418635804157544 + 0.9898862179824622im
0.9929454379264442 - 0.11857216073371517im
0.2040391316688007 - 0.9789627330740643im
-0.7002907818733466 - 0.7138577034838364im
